26-Apr-2017 08:45:43 - INFO    :: RSSCHECK : delaying thread for 30 seconds to avoid locks.
26-Apr-2017 08:51:26 - INFO    :: MAIN : Remapping the sorting to allow for new additions.
26-Apr-2017 08:51:26 - INFO    :: MAIN : Sucessfully ordered 1 series in your watchlist.
26-Apr-2017 08:51:26 - INFO    :: MAIN : Starting Mylar on http://0.0.0.0:8090/
26-Apr-2017 08:51:29 - INFO    :: MAIN : Successfully discovered local IP and locking it in as : 172.17.0.5
26-Apr-2017 08:51:29 - INFO    :: MAIN : [DB Module] Loading : sqlite3 as the database module to use.
26-Apr-2017 08:51:29 - INFO    :: MAIN : [Cache Check] Cache directory currently set to : /app/mylar/cache/
26-Apr-2017 08:51:29 - INFO    :: MAIN : Checking to see if the database has all tables....
26-Apr-2017 08:51:29 - ERROR   :: MAIN : Could not locate exceptions.csv file. Make sure it is in datadir: /config/mylar
26-Apr-2017 08:51:29 - INFO    :: MAIN : Ensuring DB integrity - Removing all Erroneous Comics (ie. named None)
26-Apr-2017 08:51:29 - INFO    :: MAIN : Correcting Null entries that make the main page break on startup.
26-Apr-2017 08:51:29 - INFO    :: MAIN : Retrieving latest version information from github
26-Apr-2017 08:51:29 - WARNING :: MAIN : Could not get the latest commit from github
26-Apr-2017 08:51:29 - INFO    :: MAIN : Setting ComicTagger settings default path to : /app/mylar/lib/comictaggerlib/ct_settings
26-Apr-2017 08:51:29 - INFO    :: MAIN : ComicTagger settings location exists.
26-Apr-2017 08:51:29 - INFO    :: MAIN : Remapping the sorting to allow for new additions.
26-Apr-2017 08:51:29 - INFO    :: MAIN : Sucessfully ordered 1 series in your watchlist.
26-Apr-2017 08:51:29 - INFO    :: MAIN : Starting Mylar on http://0.0.0.0:8090/
26-Apr-2017 08:51:31 - INFO    :: MAIN : Successfully discovered local IP and locking it in as : 172.17.0.5
26-Apr-2017 08:51:31 - INFO    :: MAIN : [DB Module] Loading : sqlite3 as the database module to use.
26-Apr-2017 08:51:31 - INFO    :: MAIN : [Cache Check] Cache directory currently set to : /app/mylar/cache/
26-Apr-2017 08:51:31 - INFO    :: MAIN : Checking to see if the database has all tables....
26-Apr-2017 08:51:32 - ERROR   :: MAIN : Could not locate exceptions.csv file. Make sure it is in datadir: /config/mylar
26-Apr-2017 08:51:32 - INFO    :: MAIN : Ensuring DB integrity - Removing all Erroneous Comics (ie. named None)
26-Apr-2017 08:51:32 - INFO    :: MAIN : Correcting Null entries that make the main page break on startup.
26-Apr-2017 08:51:32 - INFO    :: MAIN : Retrieving latest version information from github
26-Apr-2017 08:51:32 - WARNING :: MAIN : Could not get the latest commit from github
26-Apr-2017 08:51:32 - INFO    :: MAIN : Setting ComicTagger settings default path to : /app/mylar/lib/comictaggerlib/ct_settings
26-Apr-2017 08:51:32 - INFO    :: MAIN : ComicTagger settings location exists.
26-Apr-2017 08:51:32 - INFO    :: MAIN : Remapping the sorting to allow for new additions.
26-Apr-2017 08:51:32 - INFO    :: MAIN : Sucessfully ordered 1 series in your watchlist.
26-Apr-2017 08:51:32 - INFO    :: MAIN : Starting Mylar on http://0.0.0.0:8090/
26-Apr-2017 08:51:35 - INFO    :: MAIN : Successfully discovered local IP and locking it in as : 172.17.0.5
26-Apr-2017 08:51:35 - INFO    :: MAIN : [DB Module] Loading : sqlite3 as the database module to use.
26-Apr-2017 08:51:35 - INFO    :: MAIN : [Cache Check] Cache directory currently set to : /app/mylar/cache/
26-Apr-2017 08:51:35 - INFO    :: MAIN : Checking to see if the database has all tables....
26-Apr-2017 08:51:35 - ERROR   :: MAIN : Could not locate exceptions.csv file. Make sure it is in datadir: /config/mylar
26-Apr-2017 08:51:35 - INFO    :: MAIN : Ensuring DB integrity - Removing all Erroneous Comics (ie. named None)
26-Apr-2017 08:51:35 - INFO    :: MAIN : Correcting Null entries that make the main page break on startup.
26-Apr-2017 08:51:35 - INFO    :: MAIN : Retrieving latest version information from github
26-Apr-2017 08:51:35 - WARNING :: MAIN : Could not get the latest commit from github
26-Apr-2017 08:51:35 - INFO    :: MAIN : Setting ComicTagger settings default path to : /app/mylar/lib/comictaggerlib/ct_settings
26-Apr-2017 08:51:35 - INFO    :: MAIN : ComicTagger settings location exists.
26-Apr-2017 08:51:35 - INFO    :: MAIN : Remapping the sorting to allow for new additions.
26-Apr-2017 08:51:35 - INFO    :: MAIN : Sucessfully ordered 1 series in your watchlist.
26-Apr-2017 08:51:35 - INFO    :: MAIN : Starting Mylar on http://0.0.0.0:8090/
26-Apr-2017 08:51:38 - INFO    :: MAIN : Successfully discovered local IP and locking it in as : 172.17.0.5
26-Apr-2017 08:51:38 - INFO    :: MAIN : [DB Module] Loading : sqlite3 as the database module to use.
26-Apr-2017 08:51:38 - INFO    :: MAIN : [Cache Check] Cache directory currently set to : /app/mylar/cache/
26-Apr-2017 08:51:38 - INFO    :: MAIN : Checking to see if the database has all tables....
26-Apr-2017 08:51:38 - ERROR   :: MAIN : Could not locate exceptions.csv file. Make sure it is in datadir: /config/mylar
26-Apr-2017 08:51:38 - INFO    :: MAIN : Ensuring DB integrity - Removing all Erroneous Comics (ie. named None)
26-Apr-2017 08:51:38 - INFO    :: MAIN : Correcting Null entries that make the main page break on startup.
26-Apr-2017 08:51:38 - INFO    :: MAIN : Retrieving latest version information from github
26-Apr-2017 08:51:38 - WARNING :: MAIN : Could not get the latest commit from github
26-Apr-2017 08:51:38 - INFO    :: MAIN : Setting ComicTagger settings default path to : /app/mylar/lib/comictaggerlib/ct_settings
26-Apr-2017 08:51:38 - INFO    :: MAIN : ComicTagger settings location exists.
26-Apr-2017 08:51:38 - INFO    :: MAIN : Remapping the sorting to allow for new additions.
26-Apr-2017 08:51:38 - INFO    :: MAIN : Sucessfully ordered 1 series in your watchlist.
26-Apr-2017 08:51:38 - INFO    :: MAIN : Starting Mylar on http://0.0.0.0:8090/
26-Apr-2017 08:51:41 - INFO    :: MAIN : Successfully discovered local IP and locking it in as : 172.17.0.5
26-Apr-2017 08:51:41 - INFO    :: MAIN : [DB Module] Loading : sqlite3 as the database module to use.
26-Apr-2017 08:51:41 - INFO    :: MAIN : [Cache Check] Cache directory currently set to : /app/mylar/cache/
26-Apr-2017 08:51:41 - INFO    :: MAIN : Checking to see if the database has all tables....
26-Apr-2017 08:51:41 - ERROR   :: MAIN : Could not locate exceptions.csv file. Make sure it is in datadir: /config/mylar
26-Apr-2017 08:51:41 - INFO    :: MAIN : Ensuring DB integrity - Removing all Erroneous Comics (ie. named None)
26-Apr-2017 08:51:41 - INFO    :: MAIN : Correcting Null entries that make the main page break on startup.
26-Apr-2017 08:51:41 - INFO    :: MAIN : Retrieving latest version information from github
26-Apr-2017 08:51:41 - WARNING :: MAIN : Could not get the latest commit from github
26-Apr-2017 08:51:41 - INFO    :: MAIN : Setting ComicTagger settings default path to : /app/mylar/lib/comictaggerlib/ct_settings
26-Apr-2017 08:51:41 - INFO    :: MAIN : ComicTagger settings location exists.
26-Apr-2017 08:51:41 - INFO    :: MAIN : Remapping the sorting to allow for new additions.
26-Apr-2017 08:51:41 - INFO    :: MAIN : Sucessfully ordered 1 series in your watchlist.
26-Apr-2017 08:51:41 - INFO    :: MAIN : Starting Mylar on http://0.0.0.0:8090/
26-Apr-2017 08:51:44 - INFO    :: MAIN : Successfully discovered local IP and locking it in as : 172.17.0.5
26-Apr-2017 08:51:44 - INFO    :: MAIN : [DB Module] Loading : sqlite3 as the database module to use.
26-Apr-2017 08:51:44 - INFO    :: MAIN : [Cache Check] Cache directory currently set to : /app/mylar/cache/
26-Apr-2017 08:51:44 - INFO    :: MAIN : Checking to see if the database has all tables....
26-Apr-2017 08:51:44 - ERROR   :: MAIN : Could not locate exceptions.csv file. Make sure it is in datadir: /config/mylar
26-Apr-2017 08:51:44 - INFO    :: MAIN : Ensuring DB integrity - Removing all Erroneous Comics (ie. named None)
26-Apr-2017 08:51:44 - INFO    :: MAIN : Correcting Null entries that make the main page break on startup.
26-Apr-2017 08:51:44 - INFO    :: MAIN : Retrieving latest version information from github
26-Apr-2017 08:51:44 - WARNING :: MAIN : Could not get the latest commit from github
26-Apr-2017 08:51:44 - INFO    :: MAIN : Setting ComicTagger settings default path to : /app/mylar/lib/comictaggerlib/ct_settings
26-Apr-2017 08:51:44 - INFO    :: MAIN : ComicTagger settings location exists.
26-Apr-2017 08:51:44 - INFO    :: MAIN : Remapping the sorting to allow for new additions.
26-Apr-2017 08:51:44 - INFO    :: MAIN : Sucessfully ordered 1 series in your watchlist.
26-Apr-2017 08:51:44 - INFO    :: MAIN : Starting Mylar on http://0.0.0.0:8090/
26-Apr-2017 08:51:47 - INFO    :: MAIN : Successfully discovered local IP and locking it in as : 172.17.0.5
26-Apr-2017 08:51:47 - INFO    :: MAIN : [DB Module] Loading : sqlite3 as the database module to use.
26-Apr-2017 08:51:47 - INFO    :: MAIN : [Cache Check] Cache directory currently set to : /app/mylar/cache/
26-Apr-2017 08:51:47 - INFO    :: MAIN : Checking to see if the database has all tables....
26-Apr-2017 08:51:47 - ERROR   :: MAIN : Could not locate exceptions.csv file. Make sure it is in datadir: /config/mylar
26-Apr-2017 08:51:47 - INFO    :: MAIN : Ensuring DB integrity - Removing all Erroneous Comics (ie. named None)
26-Apr-2017 08:51:47 - INFO    :: MAIN : Correcting Null entries that make the main page break on startup.
26-Apr-2017 08:51:47 - INFO    :: MAIN : Retrieving latest version information from github
26-Apr-2017 08:51:47 - WARNING :: MAIN : Could not get the latest commit from github
26-Apr-2017 08:51:47 - INFO    :: MAIN : Setting ComicTagger settings default path to : /app/mylar/lib/comictaggerlib/ct_settings
26-Apr-2017 08:51:47 - INFO    :: MAIN : ComicTagger settings location exists.
26-Apr-2017 08:51:47 - INFO    :: MAIN : Remapping the sorting to allow for new additions.
26-Apr-2017 08:51:47 - INFO    :: MAIN : Sucessfully ordered 1 series in your watchlist.
26-Apr-2017 08:51:47 - INFO    :: MAIN : Starting Mylar on http://0.0.0.0:8090/
26-Apr-2017 08:51:50 - INFO    :: MAIN : Successfully discovered local IP and locking it in as : 172.17.0.5
26-Apr-2017 08:51:50 - INFO    :: MAIN : [DB Module] Loading : sqlite3 as the database module to use.
26-Apr-2017 08:51:50 - INFO    :: MAIN : [Cache Check] Cache directory currently set to : /app/mylar/cache/
26-Apr-2017 08:51:50 - INFO    :: MAIN : Checking to see if the database has all tables....
26-Apr-2017 08:51:50 - ERROR   :: MAIN : Could not locate exceptions.csv file. Make sure it is in datadir: /config/mylar
26-Apr-2017 08:51:50 - INFO    :: MAIN : Ensuring DB integrity - Removing all Erroneous Comics (ie. named None)
26-Apr-2017 08:51:50 - INFO    :: MAIN : Correcting Null entries that make the main page break on startup.
26-Apr-2017 08:51:50 - INFO    :: MAIN : Retrieving latest version information from github
26-Apr-2017 08:51:50 - WARNING :: MAIN : Could not get the latest commit from github
26-Apr-2017 08:51:50 - INFO    :: MAIN : Setting ComicTagger settings default path to : /app/mylar/lib/comictaggerlib/ct_settings
26-Apr-2017 08:51:50 - INFO    :: MAIN : ComicTagger settings location exists.
26-Apr-2017 08:51:50 - INFO    :: MAIN : Remapping the sorting to allow for new additions.
26-Apr-2017 08:51:50 - INFO    :: MAIN : Sucessfully ordered 1 series in your watchlist.
26-Apr-2017 08:51:50 - INFO    :: MAIN : Starting Mylar on http://0.0.0.0:8090/
26-Apr-2017 08:51:52 - INFO    :: MAIN : Successfully discovered local IP and locking it in as : 172.17.0.5
26-Apr-2017 08:51:53 - INFO    :: MAIN : [DB Module] Loading : sqlite3 as the database module to use.
26-Apr-2017 08:51:53 - INFO    :: MAIN : [Cache Check] Cache directory currently set to : /app/mylar/cache/
26-Apr-2017 08:51:53 - INFO    :: MAIN : Checking to see if the database has all tables....
26-Apr-2017 08:51:53 - ERROR   :: MAIN : Could not locate exceptions.csv file. Make sure it is in datadir: /config/mylar
26-Apr-2017 08:51:53 - INFO    :: MAIN : Ensuring DB integrity - Removing all Erroneous Comics (ie. named None)
26-Apr-2017 08:51:53 - INFO    :: MAIN : Correcting Null entries that make the main page break on startup.
26-Apr-2017 08:51:53 - INFO    :: MAIN : Retrieving latest version information from github
26-Apr-2017 08:51:53 - WARNING :: MAIN : Could not get the latest commit from github
26-Apr-2017 08:51:53 - INFO    :: MAIN : Setting ComicTagger settings default path to : /app/mylar/lib/comictaggerlib/ct_settings
26-Apr-2017 08:51:53 - INFO    :: MAIN : ComicTagger settings location exists.
26-Apr-2017 08:51:53 - INFO    :: MAIN : Remapping the sorting to allow for new additions.
26-Apr-2017 08:51:53 - INFO    :: MAIN : Sucessfully ordered 1 series in your watchlist.
26-Apr-2017 08:51:53 - INFO    :: MAIN : Starting Mylar on http://0.0.0.0:8090/
26-Apr-2017 08:51:55 - INFO    :: MAIN : Successfully discovered local IP and locking it in as : 172.17.0.5
26-Apr-2017 08:51:55 - INFO    :: MAIN : [DB Module] Loading : sqlite3 as the database module to use.
26-Apr-2017 08:51:55 - INFO    :: MAIN : [Cache Check] Cache directory currently set to : /app/mylar/cache/
26-Apr-2017 08:51:55 - INFO    :: MAIN : Checking to see if the database has all tables....
26-Apr-2017 08:51:55 - ERROR   :: MAIN : Could not locate exceptions.csv file. Make sure it is in datadir: /config/mylar
26-Apr-2017 08:51:55 - INFO    :: MAIN : Ensuring DB integrity - Removing all Erroneous Comics (ie. named None)
26-Apr-2017 08:51:55 - INFO    :: MAIN : Correcting Null entries that make the main page break on startup.
26-Apr-2017 08:51:55 - INFO    :: MAIN : Retrieving latest version information from github
26-Apr-2017 08:51:56 - WARNING :: MAIN : Could not get the latest commit from github
26-Apr-2017 08:51:56 - INFO    :: MAIN : Setting ComicTagger settings default path to : /app/mylar/lib/comictaggerlib/ct_settings
26-Apr-2017 08:51:56 - INFO    :: MAIN : ComicTagger settings location exists.
26-Apr-2017 08:51:56 - INFO    :: MAIN : Remapping the sorting to allow for new additions.
26-Apr-2017 08:51:56 - INFO    :: MAIN : Sucessfully ordered 1 series in your watchlist.
26-Apr-2017 08:51:56 - INFO    :: MAIN : Starting Mylar on http://0.0.0.0:8090/
26-Apr-2017 08:51:58 - INFO    :: MAIN : Successfully discovered local IP and locking it in as : 172.17.0.5
26-Apr-2017 08:51:58 - INFO    :: MAIN : [DB Module] Loading : sqlite3 as the database module to use.
26-Apr-2017 08:51:58 - INFO    :: MAIN : [Cache Check] Cache directory currently set to : /app/mylar/cache/
26-Apr-2017 08:51:58 - INFO    :: MAIN : Checking to see if the database has all tables....
26-Apr-2017 08:51:58 - ERROR   :: MAIN : Could not locate exceptions.csv file. Make sure it is in datadir: /config/mylar
26-Apr-2017 08:51:58 - INFO    :: MAIN : Ensuring DB integrity - Removing all Erroneous Comics (ie. named None)
26-Apr-2017 08:51:58 - INFO    :: MAIN : Correcting Null entries that make the main page break on startup.
26-Apr-2017 08:51:58 - INFO    :: MAIN : Retrieving latest version information from github
26-Apr-2017 08:51:59 - WARNING :: MAIN : Could not get the latest commit from github
26-Apr-2017 08:51:59 - INFO    :: MAIN : Setting ComicTagger settings default path to : /app/mylar/lib/comictaggerlib/ct_settings
26-Apr-2017 08:51:59 - INFO    :: MAIN : ComicTagger settings location exists.
26-Apr-2017 08:51:59 - INFO    :: MAIN : Remapping the sorting to allow for new additions.
26-Apr-2017 08:51:59 - INFO    :: MAIN : Sucessfully ordered 1 series in your watchlist.
26-Apr-2017 08:51:59 - INFO    :: MAIN : Starting Mylar on http://0.0.0.0:8090/
26-Apr-2017 08:52:01 - INFO    :: MAIN : Successfully discovered local IP and locking it in as : 172.17.0.5
26-Apr-2017 08:52:01 - INFO    :: MAIN : [DB Module] Loading : sqlite3 as the database module to use.
26-Apr-2017 08:52:01 - INFO    :: MAIN : [Cache Check] Cache directory currently set to : /app/mylar/cache/
26-Apr-2017 08:52:01 - INFO    :: MAIN : Checking to see if the database has all tables....
26-Apr-2017 08:52:01 - ERROR   :: MAIN : Could not locate exceptions.csv file. Make sure it is in datadir: /config/mylar
26-Apr-2017 08:52:01 - INFO    :: MAIN : Ensuring DB integrity - Removing all Erroneous Comics (ie. named None)
26-Apr-2017 08:52:01 - INFO    :: MAIN : Correcting Null entries that make the main page break on startup.
26-Apr-2017 08:52:01 - INFO    :: MAIN : Retrieving latest version information from github
26-Apr-2017 08:52:02 - WARNING :: MAIN : Could not get the latest commit from github
26-Apr-2017 08:52:02 - INFO    :: MAIN : Setting ComicTagger settings default path to : /app/mylar/lib/comictaggerlib/ct_settings
26-Apr-2017 08:52:02 - INFO    :: MAIN : ComicTagger settings location exists.
26-Apr-2017 08:52:02 - INFO    :: MAIN : Remapping the sorting to allow for new additions.
26-Apr-2017 08:52:02 - INFO    :: MAIN : Sucessfully ordered 1 series in your watchlist.
26-Apr-2017 08:52:02 - INFO    :: MAIN : Starting Mylar on http://0.0.0.0:8090/
26-Apr-2017 08:52:04 - INFO    :: MAIN : Successfully discovered local IP and locking it in as : 172.17.0.5
26-Apr-2017 08:52:04 - INFO    :: MAIN : [DB Module] Loading : sqlite3 as the database module to use.
26-Apr-2017 08:52:04 - INFO    :: MAIN : [Cache Check] Cache directory currently set to : /app/mylar/cache/
26-Apr-2017 08:52:04 - INFO    :: MAIN : Checking to see if the database has all tables....
26-Apr-2017 08:52:04 - ERROR   :: MAIN : Could not locate exceptions.csv file. Make sure it is in datadir: /config/mylar
26-Apr-2017 08:52:04 - INFO    :: MAIN : Ensuring DB integrity - Removing all Erroneous Comics (ie. named None)
26-Apr-2017 08:52:04 - INFO    :: MAIN : Correcting Null entries that make the main page break on startup.
26-Apr-2017 08:52:04 - INFO    :: MAIN : Retrieving latest version information from github
26-Apr-2017 08:52:05 - WARNING :: MAIN : Could not get the latest commit from github
26-Apr-2017 08:52:05 - INFO    :: MAIN : Setting ComicTagger settings default path to : /app/mylar/lib/comictaggerlib/ct_settings
26-Apr-2017 08:52:05 - INFO    :: MAIN : ComicTagger settings location exists.
26-Apr-2017 08:52:05 - INFO    :: MAIN : Remapping the sorting to allow for new additions.
26-Apr-2017 08:52:05 - INFO    :: MAIN : Sucessfully ordered 1 series in your watchlist.
26-Apr-2017 08:52:05 - INFO    :: MAIN : Starting Mylar on http://0.0.0.0:8090/
26-Apr-2017 08:52:07 - INFO    :: MAIN : Successfully discovered local IP and locking it in as : 172.17.0.5
26-Apr-2017 08:52:07 - INFO    :: MAIN : [DB Module] Loading : sqlite3 as the database module to use.
26-Apr-2017 08:52:07 - INFO    :: MAIN : [Cache Check] Cache directory currently set to : /app/mylar/cache/
26-Apr-2017 08:52:07 - INFO    :: MAIN : Checking to see if the database has all tables....
26-Apr-2017 08:52:07 - ERROR   :: MAIN : Could not locate exceptions.csv file. Make sure it is in datadir: /config/mylar
26-Apr-2017 08:52:07 - INFO    :: MAIN : Ensuring DB integrity - Removing all Erroneous Comics (ie. named None)
26-Apr-2017 08:52:07 - INFO    :: MAIN : Correcting Null entries that make the main page break on startup.
26-Apr-2017 08:52:07 - INFO    :: MAIN : Retrieving latest version information from github
26-Apr-2017 08:52:08 - WARNING :: MAIN : Could not get the latest commit from github
26-Apr-2017 08:52:08 - INFO    :: MAIN : Setting ComicTagger settings default path to : /app/mylar/lib/comictaggerlib/ct_settings
26-Apr-2017 08:52:08 - INFO    :: MAIN : ComicTagger settings location exists.
26-Apr-2017 08:52:08 - INFO    :: MAIN : Remapping the sorting to allow for new additions.
26-Apr-2017 08:52:08 - INFO    :: MAIN : Sucessfully ordered 1 series in your watchlist.
26-Apr-2017 08:52:08 - INFO    :: MAIN : Starting Mylar on http://0.0.0.0:8090/
26-Apr-2017 08:52:11 - INFO    :: MAIN : Successfully discovered local IP and locking it in as : 172.17.0.5
26-Apr-2017 08:52:11 - INFO    :: MAIN : [DB Module] Loading : sqlite3 as the database module to use.
26-Apr-2017 08:52:11 - INFO    :: MAIN : [Cache Check] Cache directory currently set to : /app/mylar/cache/
26-Apr-2017 08:52:11 - INFO    :: MAIN : Checking to see if the database has all tables....
26-Apr-2017 08:52:11 - ERROR   :: MAIN : Could not locate exceptions.csv file. Make sure it is in datadir: /config/mylar
26-Apr-2017 08:52:11 - INFO    :: MAIN : Ensuring DB integrity - Removing all Erroneous Comics (ie. named None)
26-Apr-2017 08:52:11 - INFO    :: MAIN : Correcting Null entries that make the main page break on startup.
26-Apr-2017 08:52:11 - INFO    :: MAIN : Retrieving latest version information from github
26-Apr-2017 08:52:11 - WARNING :: MAIN : Could not get the latest commit from github
26-Apr-2017 08:52:11 - INFO    :: MAIN : Setting ComicTagger settings default path to : /app/mylar/lib/comictaggerlib/ct_settings
26-Apr-2017 08:52:11 - INFO    :: MAIN : ComicTagger settings location exists.
26-Apr-2017 08:52:11 - INFO    :: MAIN : Remapping the sorting to allow for new additions.
26-Apr-2017 08:52:11 - INFO    :: MAIN : Sucessfully ordered 1 series in your watchlist.
26-Apr-2017 08:52:11 - INFO    :: MAIN : Starting Mylar on http://0.0.0.0:8090/
26-Apr-2017 08:52:14 - INFO    :: MAIN : Successfully discovered local IP and locking it in as : 172.17.0.5
26-Apr-2017 08:52:14 - INFO    :: MAIN : [DB Module] Loading : sqlite3 as the database module to use.
26-Apr-2017 08:52:14 - INFO    :: MAIN : [Cache Check] Cache directory currently set to : /app/mylar/cache/
26-Apr-2017 08:52:14 - INFO    :: MAIN : Checking to see if the database has all tables....
26-Apr-2017 08:52:14 - ERROR   :: MAIN : Could not locate exceptions.csv file. Make sure it is in datadir: /config/mylar
26-Apr-2017 08:52:14 - INFO    :: MAIN : Ensuring DB integrity - Removing all Erroneous Comics (ie. named None)
26-Apr-2017 08:52:14 - INFO    :: MAIN : Correcting Null entries that make the main page break on startup.
26-Apr-2017 08:52:14 - INFO    :: MAIN : Retrieving latest version information from github
26-Apr-2017 08:52:14 - WARNING :: MAIN : Could not get the latest commit from github
26-Apr-2017 08:52:14 - INFO    :: MAIN : Setting ComicTagger settings default path to : /app/mylar/lib/comictaggerlib/ct_settings
26-Apr-2017 08:52:14 - INFO    :: MAIN : ComicTagger settings location exists.
26-Apr-2017 08:52:14 - INFO    :: MAIN : Remapping the sorting to allow for new additions.
26-Apr-2017 08:52:14 - INFO    :: MAIN : Sucessfully ordered 1 series in your watchlist.
26-Apr-2017 08:52:14 - INFO    :: MAIN : Starting Mylar on http://0.0.0.0:8090/
26-Apr-2017 08:52:16 - INFO    :: MAIN : Successfully discovered local IP and locking it in as : 172.17.0.5
26-Apr-2017 08:52:16 - INFO    :: MAIN : [DB Module] Loading : sqlite3 as the database module to use.
26-Apr-2017 08:52:16 - INFO    :: MAIN : [Cache Check] Cache directory currently set to : /app/mylar/cache/
26-Apr-2017 08:52:16 - INFO    :: MAIN : Checking to see if the database has all tables....
26-Apr-2017 08:52:16 - ERROR   :: MAIN : Could not locate exceptions.csv file. Make sure it is in datadir: /config/mylar
26-Apr-2017 08:52:16 - INFO    :: MAIN : Ensuring DB integrity - Removing all Erroneous Comics (ie. named None)
26-Apr-2017 08:52:16 - INFO    :: MAIN : Correcting Null entries that make the main page break on startup.
26-Apr-2017 08:52:16 - INFO    :: MAIN : Retrieving latest version information from github
26-Apr-2017 08:52:17 - WARNING :: MAIN : Could not get the latest commit from github
26-Apr-2017 08:52:17 - INFO    :: MAIN : Setting ComicTagger settings default path to : /app/mylar/lib/comictaggerlib/ct_settings
26-Apr-2017 08:52:17 - INFO    :: MAIN : ComicTagger settings location exists.
26-Apr-2017 08:52:17 - INFO    :: MAIN : Remapping the sorting to allow for new additions.
26-Apr-2017 08:52:17 - INFO    :: MAIN : Sucessfully ordered 1 series in your watchlist.
26-Apr-2017 08:52:17 - INFO    :: MAIN : Starting Mylar on http://0.0.0.0:8090/
26-Apr-2017 08:52:19 - INFO    :: MAIN : Successfully discovered local IP and locking it in as : 172.17.0.5
26-Apr-2017 08:52:19 - INFO    :: MAIN : [DB Module] Loading : sqlite3 as the database module to use.
26-Apr-2017 08:52:19 - INFO    :: MAIN : [Cache Check] Cache directory currently set to : /app/mylar/cache/
26-Apr-2017 08:52:19 - INFO    :: MAIN : Checking to see if the database has all tables....
26-Apr-2017 08:52:19 - ERROR   :: MAIN : Could not locate exceptions.csv file. Make sure it is in datadir: /config/mylar
26-Apr-2017 08:52:19 - INFO    :: MAIN : Ensuring DB integrity - Removing all Erroneous Comics (ie. named None)
26-Apr-2017 08:52:19 - INFO    :: MAIN : Correcting Null entries that make the main page break on startup.
26-Apr-2017 08:52:19 - INFO    :: MAIN : Retrieving latest version information from github
26-Apr-2017 08:52:20 - WARNING :: MAIN : Could not get the latest commit from github
26-Apr-2017 08:52:20 - INFO    :: MAIN : Setting ComicTagger settings default path to : /app/mylar/lib/comictaggerlib/ct_settings
26-Apr-2017 08:52:20 - INFO    :: MAIN : ComicTagger settings location exists.
26-Apr-2017 08:52:20 - INFO    :: MAIN : Remapping the sorting to allow for new additions.
26-Apr-2017 08:52:20 - INFO    :: MAIN : Sucessfully ordered 1 series in your watchlist.
26-Apr-2017 08:52:20 - INFO    :: MAIN : Starting Mylar on http://0.0.0.0:8090/
26-Apr-2017 08:52:22 - INFO    :: MAIN : Successfully discovered local IP and locking it in as : 172.17.0.5
26-Apr-2017 08:52:22 - INFO    :: MAIN : [DB Module] Loading : sqlite3 as the database module to use.
26-Apr-2017 08:52:22 - INFO    :: MAIN : [Cache Check] Cache directory currently set to : /app/mylar/cache/
26-Apr-2017 08:52:22 - INFO    :: MAIN : Checking to see if the database has all tables....
26-Apr-2017 08:52:22 - ERROR   :: MAIN : Could not locate exceptions.csv file. Make sure it is in datadir: /config/mylar
26-Apr-2017 08:52:22 - INFO    :: MAIN : Ensuring DB integrity - Removing all Erroneous Comics (ie. named None)
26-Apr-2017 08:52:22 - INFO    :: MAIN : Correcting Null entries that make the main page break on startup.
26-Apr-2017 08:52:22 - INFO    :: MAIN : Retrieving latest version information from github
26-Apr-2017 08:52:23 - WARNING :: MAIN : Could not get the latest commit from github
26-Apr-2017 08:52:23 - INFO    :: MAIN : Setting ComicTagger settings default path to : /app/mylar/lib/comictaggerlib/ct_settings
26-Apr-2017 08:52:23 - INFO    :: MAIN : ComicTagger settings location exists.
26-Apr-2017 08:52:23 - INFO    :: MAIN : Remapping the sorting to allow for new additions.
26-Apr-2017 08:52:23 - INFO    :: MAIN : Sucessfully ordered 1 series in your watchlist.
26-Apr-2017 08:52:23 - INFO    :: MAIN : Starting Mylar on http://0.0.0.0:8090/
26-Apr-2017 08:52:25 - INFO    :: MAIN : Successfully discovered local IP and locking it in as : 172.17.0.5
26-Apr-2017 08:52:25 - INFO    :: MAIN : [DB Module] Loading : sqlite3 as the database module to use.
26-Apr-2017 08:52:25 - INFO    :: MAIN : [Cache Check] Cache directory currently set to : /app/mylar/cache/
26-Apr-2017 08:52:25 - INFO    :: MAIN : Checking to see if the database has all tables....
26-Apr-2017 08:52:25 - ERROR   :: MAIN : Could not locate exceptions.csv file. Make sure it is in datadir: /config/mylar
26-Apr-2017 08:52:25 - INFO    :: MAIN : Ensuring DB integrity - Removing all Erroneous Comics (ie. named None)
26-Apr-2017 08:52:25 - INFO    :: MAIN : Correcting Null entries that make the main page break on startup.
26-Apr-2017 08:52:25 - INFO    :: MAIN : Retrieving latest version information from github
26-Apr-2017 08:52:26 - WARNING :: MAIN : Could not get the latest commit from github
26-Apr-2017 08:52:26 - INFO    :: MAIN : Setting ComicTagger settings default path to : /app/mylar/lib/comictaggerlib/ct_settings
26-Apr-2017 08:52:26 - INFO    :: MAIN : ComicTagger settings location exists.
26-Apr-2017 08:52:26 - INFO    :: MAIN : Remapping the sorting to allow for new additions.
26-Apr-2017 08:52:26 - INFO    :: MAIN : Sucessfully ordered 1 series in your watchlist.
26-Apr-2017 08:52:26 - INFO    :: MAIN : Starting Mylar on http://0.0.0.0:8090/
